index,question,options,default_true,solution_true,default_correct_true,default_false,solution_false,default_correct_false,pred_a_true,correct_a_true,raw_a_true,pred_a_false,correct_a_false,raw_a_false,pred_b_true,correct_b_true,raw_b_true,pred_b_false,correct_b_false,raw_b_false,pred_c_true,correct_c_true,raw_c_true,pred_c_false,correct_c_false,raw_c_false,pred_d_true,correct_d_true,raw_d_true,pred_d_false,correct_d_false,raw_d_false
232,"A 29-year-old nulliparous woman comes to the physician for an annual health maintenance examination. She feels well, has no history of serious illness, and takes no medication. Menarche was at the age of 10 years and menses occur at regular 28-day intervals with moderate flow lasting for 5 days. She is sexually active in a monogamous relationship with her husband and uses a copper intrauterine device (IUD) for contraception. She is 167 cm (5 ft 6 in) tall and weighs 92 kg (203 lb); BMI is 33 kg/m2. Vital sign are within normal limits. Physical examination, including pelvic examination, shows no abnormalities. Transvaginal ultrasonography shows a well-positioned IUD and a 3.5-cm, concentric, hypoechoic, heterogeneous mass in the posterior myometrial wall. Ultrasonography performed 4 years ago, when the copper IUD was placed, showed no abnormalities. Which is the most appropriate next step in management?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,B,False,B,B,True,B,A,True,A,B,True,B
233,"A 46-year-old male arrives at the emergency department following a motor vehicle collision. He reports left-sided chest pain that worsens with deep breaths and has significant shortness of breath. His temperature is 37.0°C (98.6°F), pulse is 130/min, respirations are 24/min, blood pressure is 100/75 mmHg, and oxygen saturation is 85% on room air. On examination, there are no penetrating injuries, but there is notable bruising over the left chest wall. The trachea is deviated to the right, and chest expansion is reduced on the left side. What is the most appropriate next step in management?",A. No   B. Yes,A,B,False,A,A,True,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A
234,"A 38-year-old woman presents with a 3-month history of progressively worsening weakness and numbness. The symptom began in her lower legs and have gradually spread to her upper legs and arms. Over the last 5 days, she has experienced headaches and increasing difficulty smiling, talking, and drinking. She has a history of chronic hepatitis B infection and Graves disease. She is sexually active with one male partner and uses condoms inconsistently. Her current medication include methimazole and a multivitamin. On examination, vital sign are normal, and she is alert and oriented. She has bilateral upper and lower facial paralysis, generalized muscle weakness in the extremities, decreased sensation to light touch throughout the body, and absent sensation in the fingertips and toes. Deep tendon reflexes are diminished (1+) bilaterally. Which finding is most likely to be identified during further evaluation of this patient?",A. No   B. Yes,A,B,False,A,A,True,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,B,False,B
235,"A 6-year-old male presents for his routine wellness visit. His mother reports no health concerns since his previous visit, but notes significant academic challenges. The child experiences weekly disciplinary actions at school due to disruptive behavior. His teacher reports that he struggles with comprehension of instructions and demonstrates reading abilities significantly below grade level. Communication difficulties have led to incidents such as urinating in class when unable to effectively express his need to use the bathroom. During playground activities, he socializes with peers but displays age-inappropriate behavior. Physical examination reveals a healthy-appearing child with normal temperature and vital sign. He demonstrates appropriate eye contact and smiles during the encounter. Occasional arm-flapping movements are observed between examination components and maternal discussion. Hearing evaluation is normal, and there is no history of anatomical abnormalities of the oral cavity, including tongue-tie. Which is the most likely diagnosis?",A. Yes   B. No,B,A,False,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B
236,"A 32-year-old female presents to the emergency department with acute onset of unilateral vision loss that began this evening. She reports no prior similar episodes and is not under regular medical care or taking any medication. Her history includes occasional self-resolving episodes of weakness and numbness. Her vital sign show: temperature 97.6°F (36.4°C), blood pressure 120/74 mmHg, pulse 88/min, respirations 12/min, and oxygen saturation 98% on room air. Physical examination reveals decreased sensation over the dorsal left foot, and visual examination demonstrates left eye vision loss with associated eye pain. Which additional clinical finding would most likely be present in this patient?",A. Yes   B. No,B,A,False,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,B,False,B,A,False,A
237,"A 50-year-old male presents to the emergency department with acute abdominal pain. He reports several months of meal-associated abdominal discomfort, for which he has been using over-the-counter antacids, but notes a significant worsening of epigastric pain radiating to the right shoulder in the past hour, accompanied by nausea and vomiting. He denies fever, chills, or cough. His medical history includes hypertension managed with amlodipine, and he has no history of surgeries. He works as a carpenter and denies smoking, alcohol use, or illicit drug use. On examination, his temperature is 101.0°F (38.3°C), blood pressure is 110/60 mmHg, pulse is 110/min, and respirations are 22/min. Physical examination reveals diffuse abdominal rigidity, rebound tenderness, and hypoactive bowel sounds. Which is the most appropriate next diagnostic step?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,A,False,A,A,True,A
238,"A 44-year-old HIV-positive individual is brought to the emergency department with progressive confusion, as reported by staff at his homeless shelter residence. The patient complains of headache and myalgia but is unable to provide additional history. His vital sign show: temperature 102.2°F (39°C), blood pressure 112/71 mmHg, heart rate 115/min, and respiratory rate 24/min. Physical examination reveals resistance and pain during knee extension with flexed hips. Lumbar puncture finding include: - Opening pressure: Normal - Fluid color: Clear - Cell count: Elevated lymphocytes - Protein: Mildly elevated What is the most probable etiology of the patient's clinical presentation?",A. Yes   B. No,B,A,False,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B
239,"A 25-year-old woman presents for evaluation of primary amenorrhea. She has no significant medical history and takes no medication. She reports that she is not sexually active. On physical examination, she is 132 cm tall and weighs 49 kg. Her blood pressure is 125/85 mm Hg, and her heart rate is 80 beats per minute. She has a webbed neck without thyromegaly. She has a broad chest with widely spaced nipples. Breast development and pubic hair are consistent with sexual maturity rating (Tanner stage) 2. Cardiac auscultation reveals an early systolic ejection click. Which cardiac anomalies is most likely to be found on an echocardiogram in this patient?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
240,"A 72-year-old woman presents to the emergency department with a 2-week history of worsening shortness of breath, swelling in her lower extremities, and a 3-kg (6.6-lb) weight gain. Chest auscultation reveals crackles, and cardiac examination detects a dull, low-pitched early diastolic sound at the 5th left intercostal space, which becomes more pronounced in the left lateral decubitus position during end-expiration. What is the most likely cause of these auscultatory finding?",A. No   B. Yes,B,B,True,B,A,False,B,True,B,A,True,A,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,A,True,A
241,"An 18-year-old female cross-country runner presents to the clinic with a 2-week history of bilateral foot pain. She reports that the pain started the morning after a competition, improves with rest, but worsens with activity as the day progresses. Rest and ice have not alleviated her symptom. Her vital sign are normal, and her BMI is 22 kg/m². On physical examination, there is diffuse tenderness over the plantar surfaces of the proximal metatarsals bilaterally, without point tenderness. There is no evidence of pes planus, calcaneal pain, or Achilles tendon tenderness. Fibular head motion is unremarkable. Bilateral foot radiographs are negative. What is the most likely cause of this patient’s pain?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,A,False,A,B,False,B
242,"A male patient, aged 11, comes for a pre-school and sports clearance well-child examination. His mother mentions a previous pediatrician's observation of a spinal curve, but reports no other medical issues or surgical history. The patient's height and weight are at the 60th and 65th percentiles respectively for his age. Physical examination reveals three notable finding: enhanced thoracic kyphosis, posterior positioning of the right scapula in neutral stance, and a group dysfunction from T3-T9 on spinal palpation. Forward bending reveals a prominent right-sided rib cage hump. What is the most probable diagnosis and what best characterizes this patient's spinal motion pattern?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,A,False,A,A,True,A
243,A 62-year-old man presents with complaints of urinary dribbling and frequency. His medical history includes hypertension and dyslipidemia. Physical examination reveals a 1-centimeter firm nodule on prostate gland during digital rectal examination. His prostate-specific antigen level is 6.0 (reference range upper limit: 4.0). The test has a sensitivity of 80% and specificity of 90%. A recent large cross-sectional study (n=1000) demonstrated that prostate cancer prevalence in this age group is 10%. What is the most accurate estimate of this patient's probability of having prostate carcinoma?,A. No   B. Yes,A,B,False,A,A,True,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A
244,"A 41-year-old woman, gravida 3, para 3, presents with heavy menstrual bleeding (HMB), dysmenorrhea, and deep dyspareunia. Menses are regular, occurring once every 25 to 26 days and lasting 8 days, with no intermenstrual bleeding. The patient soaks through one pad per hour for the first 3 days of her cycle, and she rates cramping on her heaviest bleeding days as 9 on a 10-point scale. Her past medical history is significant for 3 prior uncomplicated cesarean births with tubal sterilization during her last birth. Vital sign are within normal limits, and body mass index is 22 kg/m2. Pelvic exam shows a 10-week-sized boggy uterus with smooth contours that is mildly tender to palpation. No discrete masses are palpable, and the adnexa are nontender. A urine pregnancy test is negative, and serum bloodwork shows mild anemia. A pelvic ultrasound is ordered. Which finding would confirm the most likely diagnosis?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
